Keyword,Country code,Location,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
betsubara,JP,Japan,,"Local teaser, Thumbnail, People also ask, Video preview",60,3,,65,0,2,https://www.tokyoweekender.com/art_and_culture/japanese-culture/japanese-words-we-cant-translate-betsubara-meet-your-second-stomach/,,2025-09-04 00:00:35,false,true,false,false,true,false
shiso,JP,Japan,,"Thumbnail, Sitelinks, Knowledge panel, Video preview",3300,26,0.10,65,0,3,https://www.tokyoweekender.com/food-and-drink/what-is-shiso-japan-favorite-herb/,,2025-09-24 22:18:20,false,true,false,false,false,false
akigawa valley,JP,Japan,Akigawa Valley (Location),"Thumbnail, Video preview, People also ask",800,2,0.06,64,0,4,https://www.tokyoweekender.com/travel/akigawa-valley-a-refreshing-river-day-trip-from-tokyo/,,2025-09-24 11:39:24,false,true,false,false,false,true
events in tokyo today,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks",900,8,0.21,60,0,1,https://www.tokyoweekender.com/event-calendar/,AI Overview,2025-09-22 13:15:21,false,true,false,false,false,true
vegan ramen tokyo,JP,Japan,Tokyo (Location),"Local teaser, Thumbnail, Sitelinks",350,0,0.10,59,0,3,https://www.tokyoweekender.com/food-and-drink/best-vegan-ramen-in-tokyo/,,2025-09-16 08:14:39,false,true,false,false,false,true
respect for the aged day,JP,Japan,Respect for the Aged Day (Event),"Knowledge card, People also ask, Knowledge panel",8700,1,,59,0,13,https://www.tokyoweekender.com/art_and_culture/japanese-culture/japanese-holidays-what-is-keiro-no-hi-respect-for-the-aged-day/,,2025-09-20 00:29:45,false,true,false,false,false,false
shibuya yokocho,JP,Japan,Shibuya Yokocho (Location),"Sitelinks, People also ask",1800,3,0.12,59,0,9,https://www.tokyoweekender.com/the-concierge/shibuya-yokocho/,,2025-09-24 13:51:13,false,true,false,false,true,true
cat island fukuoka,JP,Japan,"Ainoshima (Location), Fukuoka (Location)","Thumbnail, Sitelinks, Video preview",150,1,,58,0,1,https://www.tokyoweekender.com/travel/ainoshima-fukuoka-cat-island/,,2025-09-06 17:02:56,false,true,false,false,false,true
coffee ginza,JP,Japan,Ginza (Location),"Local teaser, Sitelinks, Thumbnail, Video preview",150,21,0.01,58,0,2,https://www.tokyoweekender.com/food-and-drink/restaurants-and-bars/best-ginza-coffee-tokyo/,,2025-09-05 16:36:52,false,true,false,false,false,true
omamori charms,JP,Japan,,"Thumbnail, People also ask, Knowledge panel",400,4,0.19,55,0,2,https://www.tokyoweekender.com/art_and_culture/japanese-culture/japanese-lucky-charms-the-guide-to-omamori/,,2025-09-14 16:48:31,false,true,false,false,false,false
tokyo events today,JP,Japan,Tokyo (Location),Sitelinks,700,12,0.21,50,0,6,https://www.tokyoweekender.com/event-calendar/,,2025-09-25 16:43:33,false,true,false,false,false,true
shiso leaf,JP,Japan,,"Thumbnail, Shopping",1200,0,0.04,49,0,2,https://www.tokyoweekender.com/food-and-drink/what-is-shiso-japan-favorite-herb/,,2025-09-22 13:46:48,false,true,false,false,false,false
stationery store tokyo,JP,Japan,Tokyo (Location),"Local teaser, Thumbnail, Sitelinks",350,0,0.04,49,0,3,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/where-to-shop-for-japanese-stationery-in-tokyo/,,2025-09-14 11:39:53,false,true,false,false,false,true
tokyo events this weekend,JP,Japan,Tokyo (Location),Sitelinks,400,16,0.27,46,0,6,https://www.tokyoweekender.com/event-calendar/,,2025-09-20 12:42:38,false,true,false,false,false,true
ginza coffee,JP,Japan,Ginza (Location),"Local teaser, Sitelinks, People also ask, Thumbnail",150,17,0.01,45,0,2,https://www.tokyoweekender.com/food-and-drink/restaurants-and-bars/best-ginza-coffee-tokyo/,,2025-09-24 11:53:11,false,true,false,false,false,true
japanese stationery,JP,Japan,,"Thumbnail, Sitelinks",350,41,0.08,45,0,2,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/where-to-shop-for-japanese-stationery-in-tokyo/,,2025-09-14 15:17:14,false,true,true,false,false,false
coffee shop ginza,JP,Japan,Ginza (Location),"Sitelinks, Thumbnail, Video preview",100,0,,44,0,1,https://www.tokyoweekender.com/food-and-drink/restaurants-and-bars/best-ginza-coffee-tokyo/,,2025-09-08 15:27:59,false,true,false,false,false,true
daikoku parking area,JP,Japan,Daikoku Parking Area (Location),"Thumbnail, Knowledge panel, Sitelinks, Video preview",4300,0,0.46,43,0,14,https://www.tokyoweekender.com/art_and_culture/car-meet-daikoku-parking-area/,,2025-09-24 11:47:33,false,true,false,false,false,true
bocchi the rock locations,JP,Japan,Bocchi the Rock! (Work),"Sitelinks, People also ask, Video preview",100,0,,43,0,1,https://www.tokyoweekender.com/entertainment/bocchi-the-rock-anime-locations-shimokitazawa/,,2025-09-07 12:35:06,false,true,false,false,true,false
nemophila flower,JP,Japan,,"AI Overview, Thumbnail, People also ask, Video preview",400,0,0.26,42,0,1,https://www.tokyoweekender.com/travel/best-places-to-see-nemophila-flowers-in-japan/,AI Overview,2025-09-18 01:57:53,false,true,false,false,false,false
ainoshima island,JP,Japan,"Ainoshima (Location), Ainoshima Island (Location)","Thumbnail, Knowledge panel, Video preview",350,0,0.13,41,0,2,https://www.tokyoweekender.com/travel/ainoshima-fukuoka-cat-island/,,2025-09-06 17:45:12,false,true,false,false,false,false
best clubs in tokyo,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, Local teaser, Video preview, People also ask",400,1,0.31,40,0,5,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/where-to-go-clubbing-in-tokyo-a-guide-to-the-citys-best-nightclubs/,,2025-09-16 15:02:19,false,true,false,false,false,true
date ideas,JP,Japan,,"Thumbnail, Sitelinks",100,9,0.02,39,0,1,https://www.tokyoweekender.com/things-to-do-in-tokyo/35-tokyo-date-ideas/,,2025-09-20 00:42:25,false,true,false,false,false,false
dog cafe tokyo,JP,Japan,Tokyo (Location),"Local teaser, Sitelinks, Thumbnail",350,19,0.06,38,0,5,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/ethical-dog-cafes-tokyo/,,2025-09-23 13:29:02,false,true,false,false,false,true
best stationery stores in tokyo,JP,Japan,Tokyo (Location),"Local teaser, Thumbnail, Sitelinks, Video preview",250,0,0.20,38,0,3,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/where-to-shop-for-japanese-stationery-in-tokyo/,,2025-09-08 12:41:26,false,true,false,false,false,true
miyazaki mango,JP,Japan,Miyazaki Mango (Product),"AI Overview, Thumbnail, People also ask",500,2,0.07,37,0,6,https://www.tokyoweekender.com/food-and-drink/the-worlds-most-expensive-mango/,,2025-09-24 18:14:58,false,true,true,false,true,false
kitkat store tokyo,JP,Japan,"KitKat (Product), Tokyo (Location)","Thumbnail, Knowledge panel",150,0,0.10,37,0,1,https://www.tokyoweekender.com/food-and-drink/a-guide-to-shopping-for-unusual-kit-kats/,,2025-09-19 06:19:51,false,true,true,false,true,true
chocolates in japan,JP,Japan,,"Thumbnail, Shopping, Local teaser",100,0,,35,0,1,https://www.tokyoweekender.com/food-and-drink/5-best-convenience-store-chocolates-to-try/,,2025-09-23 12:33:33,false,true,true,false,false,true
best japanese moisturizer,JP,Japan,,"Sitelinks, People also ask, Video preview",300,0,0.28,35,0,6,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-03 17:18:10,false,true,true,false,false,false
date ideas tokyo,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, Video preview",80,0,0.19,32,0,1,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/35-tokyo-date-ideas/,,2025-09-12 05:38:35,false,true,false,false,false,true
japanese makeup,JP,Japan,,"Thumbnail, People also ask, Sitelinks",150,36,0.07,31,0,1,https://www.tokyoweekender.com/health-and-beauty/5-most-popular-and-affordable-japanese-makeup-products/,,2025-09-13 08:57:34,false,true,true,false,false,false
thrifting in tokyo,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks, Local teaser, Video preview",250,0,0.08,31,0,1,https://www.tokyoweekender.com/art_and_culture/fashion/thrifting-in-tokyo/,AI Overview,2025-09-10 08:47:32,false,true,false,false,false,true
best indian restaurant in tokyo,JP,Japan,Tokyo (Location),"Local teaser, Thumbnail, Sitelinks, Video preview",250,0,0.01,31,0,4,https://www.tokyoweekender.com/food-and-drink/authentic-indian-food-tokyo/,,2025-09-06 06:38:09,false,true,false,false,false,true
narumi kurosaki,JP,Japan,Narumi Kurosaki (Person),"Thumbnail, Video preview",600,0,,30,0,7,https://www.tokyoweekender.com/japan-life/news-and-opinion/trial-over-death-of-narumi-kurosaki-begins/,,2025-09-14 00:44:28,false,true,false,false,false,false
shouganai meaning,JP,Japan,,"Sitelinks, People also ask, Video preview",200,0,,30,0,2,https://www.tokyoweekender.com/japan-life/news-and-opinion/japanese-words-we-cant-translate-shouganai/,,2025-09-09 08:07:05,false,true,false,false,false,false
asakusa shopping,JP,Japan,Asakusa (Location),"Local pack, Sitelinks, Thumbnail",450,0,0.35,29,0,4,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/japans-longest-shopping-street-unveiled/,,2025-09-14 19:59:38,false,true,true,false,false,true
best moisturizer in japan,JP,Japan,Japan (Location),"Sitelinks, People also ask, Video preview",500,0,0.28,29,0,6,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-24 20:07:52,false,true,true,false,false,true
best japanese makeup,JP,Japan,,"Thumbnail, People also ask, Sitelinks, Video preview",150,1,0.04,28,0,3,https://www.tokyoweekender.com/health-and-beauty/5-most-popular-and-affordable-japanese-makeup-products/,,2025-09-05 04:40:56,false,true,true,false,false,false
food waste in japan,JP,Japan,Japan (Location),,80,3,,28,0,1,https://www.tokyoweekender.com/japan-life/news-and-opinion/japan-food-waste-problem/,,2025-09-12 23:30:59,false,true,false,false,false,true
otsuka tokyo,JP,Japan,"Otsuka (Location), Tokyo (Location)","Thumbnail, Knowledge panel, Sitelinks",150,1,1.84,28,0,1,https://www.tokyoweekender.com/japan-life/otsuka-area-guide/,,2025-09-23 00:26:25,false,true,false,false,false,true
best app to learn japanese,JP,Japan,,"Sitelinks, Discussions and forums",250,5,0.53,28,0,3,https://www.tokyoweekender.com/entertainment/tech-trends/japanese-learning-apps-the-final-verdict/,,2025-09-19 06:47:37,false,true,false,false,false,false
best thrift stores in tokyo,JP,Japan,Tokyo (Location),"Local teaser, Sitelinks, People also ask",200,0,0.05,28,0,4,https://www.tokyoweekender.com/art_and_culture/fashion/thrifting-in-tokyo/,,2025-09-15 00:06:40,false,true,false,false,false,true
ginza coffee shops,JP,Japan,Ginza (Location),"Local teaser, Sitelinks, Thumbnail, Video preview",80,0,,28,0,2,https://www.tokyoweekender.com/food-and-drink/restaurants-and-bars/best-ginza-coffee-tokyo/,,2025-09-12 14:48:17,false,true,false,false,false,true
japanese hair mask,JP,Japan,,"Shopping, Thumbnail, Sitelinks, Video preview",200,0,0.22,27,0,2,https://www.tokyoweekender.com/health-and-beauty/5-must-try-japanese-hair-masks-to-improve-your-hair-quality/,,2025-09-23 22:23:54,false,true,true,false,false,false
events in tokyo this weekend,JP,Japan,Tokyo (Location),"Sitelinks, AI Overview",450,8,0.27,27,0,8,https://www.tokyoweekender.com/event-calendar/,,2025-09-25 19:19:23,false,true,false,false,false,true
furniture stores near me,JP,Japan,,"Local teaser, Thumbnail, Sitelinks",600,31,0.43,27,0,8,https://www.tokyoweekender.com/things-to-do-in-tokyo/best-furniture-stores-in-tokyo/,,2025-09-23 08:06:39,false,true,true,true,false,true
shouganai,JP,Japan,,"AI Overview, Thumbnail, Sitelinks, People also ask",150,0,,26,0,2,https://www.tokyoweekender.com/japan-life/news-and-opinion/japanese-words-we-cant-translate-shouganai/,,2025-09-20 21:26:12,false,true,false,false,false,false
kit kat store tokyo,JP,Japan,"Kit Kat (Product), Tokyo (Location)","AI Overview, Thumbnail, Video preview, Sitelinks, Knowledge panel",250,0,0.10,26,0,3,https://www.tokyoweekender.com/food-and-drink/a-guide-to-shopping-for-unusual-kit-kats/,,2025-09-10 04:50:13,false,true,true,false,true,true
shibuya cat,JP,Japan,Shibuya (Location),"Thumbnail, People also ask, Video preview",200,25,0.31,26,0,3,https://www.tokyoweekender.com/entertainment/tech-trends/3d-billboards-tokyo/,,2025-09-07 01:28:36,false,true,false,false,false,true
oi racecourse flea market,JP,Japan,Oi Racecourse Flea Market (Event),"Thumbnail, People also ask, Sitelinks, Video preview",3900,1,0.11,25,0,16,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/best-flea-markets-in-tokyo/,,2025-09-25 16:34:02,false,true,false,false,false,true
ai iijima,JP,Japan,Ai Iijima (Person),"People also ask, Knowledge panel",250,1,,25,0,4,https://www.tokyoweekender.com/entertainment/movies-tv/ai-iijima-porn-star-turned-tv-celebrity/,,2025-09-22 21:15:26,false,true,false,false,false,false
what is tenga,JP,Japan,Tenga (Product),"AI Overview, Thumbnail, People also ask, Sitelinks",250,24,0.12,25,0,1,https://www.tokyoweekender.com/art_and_culture/arts/inside-tenga-how-a-sex-toy-company-became-a-global-icon/,AI Overview,2025-09-06 05:21:14,false,true,true,false,true,false
japanese chocolate,JP,Japan,,"Thumbnail, Shopping, Sitelinks, Video preview",500,39,0.06,25,0,5,https://www.tokyoweekender.com/food-and-drink/5-best-convenience-store-chocolates-to-try/,,2025-09-06 08:31:00,false,true,true,true,false,false
where to buy kitkat in tokyo,JP,Japan,"KitKat (Product), Tokyo (Location)","AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",70,0,1.39,24,0,2,https://www.tokyoweekender.com/food-and-drink/a-guide-to-shopping-for-unusual-kit-kats/,,2025-09-12 16:19:45,false,true,true,true,true,true
nanpa,JP,Japan,,"Sitelinks, Knowledge panel",450,12,,24,0,2,https://www.tokyoweekender.com/japan-life/news-and-opinion/nanpa-japans-pick-up-artist-culture-and-how-to-avoid-it/,,2025-09-05 08:49:33,false,true,false,false,false,false
nakameguro tokyo,JP,Japan,"Nakameguro (Location), Tokyo (Location)","Thumbnail, Knowledge panel",800,3,0.06,24,0,3,https://www.tokyoweekender.com/japan-life/the-ultimate-guide-to-nakameguro-tokyos-stylish-canal-side-gem/,,2025-09-20 00:23:24,false,true,false,false,false,true
what is yuzu,JP,Japan,,"AI Overview, Thumbnail",400,8,,23,0,7,https://www.tokyoweekender.com/food-and-drink/what-is-yuzu/,,2025-09-15 13:13:52,false,true,false,false,false,false
thrift store tokyo,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, Video preview",250,0,0.04,23,0,4,https://www.tokyoweekender.com/art_and_culture/fashion/thrifting-in-tokyo/,,2025-09-07 02:05:18,false,true,false,false,false,true
otoshi,JP,Japan,,"Sitelinks, People also ask",500,0,,23,0,5,https://www.tokyoweekender.com/food-and-drink/otoshi-explained/,,2025-09-20 14:28:03,false,true,false,false,false,false
things to do in tokyo this weekend,JP,Japan,Tokyo (Location),"Sitelinks, People also ask",800,26,0.21,23,0,10,https://www.tokyoweekender.com/,,2025-09-24 20:41:22,false,true,false,false,false,true
what to do in tokyo this weekend,JP,Japan,Tokyo (Location),Sitelinks,250,24,0.19,23,0,5,https://www.tokyoweekender.com/,,2025-09-16 15:08:52,false,true,false,false,false,true
hair treatment in japan,JP,Japan,Japan (Location),"Sitelinks, Video preview",150,0,2.62,23,0,2,https://www.tokyoweekender.com/health-and-beauty/5-must-try-japanese-hair-masks-to-improve-your-hair-quality/,,2025-09-07 15:01:20,false,true,true,false,false,true
toothache medicine in japan,JP,Japan,Japan (Location),"Thumbnail, Sitelinks",300,0,0.40,23,0,5,https://www.tokyoweekender.com/japan-life/japanese-medicine-fever-toothache/,,2025-09-08 00:46:06,false,true,false,false,false,true
noge yokohama,JP,Japan,"Noge (Location), Yokohama (Location)","Thumbnail, Video preview, Knowledge panel",150,1,0.06,23,0,2,https://www.tokyoweekender.com/travel/noge-guide-to-the-golden-gai-of-yokohama/,,2025-09-20 00:08:43,false,true,false,false,false,true
best coffee ginza,JP,Japan,Ginza (Location),"Local teaser, Thumbnail, Sitelinks",150,0,0.01,23,0,3,https://www.tokyoweekender.com/food-and-drink/restaurants-and-bars/best-ginza-coffee-tokyo/,,2025-09-24 07:11:59,false,true,false,false,false,true
tokyo weekend,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, People also ask",200,27,0.24,22,0,2,https://www.tokyoweekender.com/,,2025-09-19 00:06:19,false,true,false,false,false,true
mount tanzawa,JP,Japan,Mount Tanzawa (Location),"Thumbnail, Knowledge panel",150,0,,22,0,2,https://www.tokyoweekender.com/travel/hiking-guide-mount-tanzawa/,,2025-09-07 01:04:27,false,true,false,false,false,false
headache medicine japan,JP,Japan,Japan (Location),"AI Overview, Thumbnail, People also ask, Sitelinks",600,1,0.06,22,0,9,https://www.tokyoweekender.com/japan-life/japanese-medicine-fever-toothache/,,2025-09-22 14:28:03,false,true,false,false,false,false
english bookstore tokyo,JP,Japan,Tokyo (Location),"Local teaser, Thumbnail, Sitelinks, Video preview",300,1,0.01,21,0,6,https://www.tokyoweekender.com/art_and_culture/books-and-literature/where-to-find-english-books-in-tokyo/,,2025-09-14 13:34:29,false,true,false,false,false,true
nanpa meaning,JP,Japan,,"AI Overview, Thumbnail, Sitelinks, People also ask",150,0,,21,0,1,https://www.tokyoweekender.com/japan-life/news-and-opinion/nanpa-japans-pick-up-artist-culture-and-how-to-avoid-it/,AI Overview,2025-09-13 23:31:50,false,true,false,false,false,false
ginkgo nuts,JP,Japan,,"AI Overview, Thumbnail, People also ask",450,0,0.01,21,0,5,https://www.tokyoweekender.com/food-and-drink/ginkgo-nuts-japans-secret-superfood/,,2025-09-23 06:53:31,false,true,false,false,false,false
japanese new year card,JP,Japan,,"Thumbnail, People also ask, Shopping",60,0,,20,0,1,https://www.tokyoweekender.com/art_and_culture/nengajo-japans-new-years-card-tradition-and-how-to-send-your-own/,,2025-09-17 11:22:05,false,true,true,false,false,false
sailor moon tokyo,JP,Japan,"Sailor Moon (Work), Tokyo (Location)","AI Overview, Thumbnail, Sitelinks, People also ask, Knowledge panel",150,18,0.52,20,0,4,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/8-sailor-moon-real-life-locations-in-tokyo/,,2025-09-18 22:13:56,false,true,true,false,true,true
famous japanese people,JP,Japan,,"Thumbnail, People also ask, Sitelinks",250,1,,20,0,2,https://www.tokyoweekender.com/entertainment/most-famous-living-person-in-japan/,,2025-09-19 03:40:56,false,true,false,false,false,false
daikoku parking area photos,JP,Japan,Daikoku Parking Area (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview",400,0,0.22,19,0,7,https://www.tokyoweekender.com/art_and_culture/car-meet-daikoku-parking-area/,,2025-09-08 14:56:32,false,true,false,false,false,true
geisha tokyo,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, Video preview",250,5,0.49,19,0,4,https://www.tokyoweekender.com/art_and_culture/japanese-culture/a-guide-to-tokyos-geisha-districts/,,2025-09-08 19:43:21,false,true,false,false,false,true
japanese moisturizer,JP,Japan,,"Shopping, Thumbnail, Sitelinks, Video preview",300,0,0.40,19,0,4,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-10 11:51:53,false,true,true,false,false,false
best coffee in ginza,JP,Japan,Ginza (Location),"Local teaser, Thumbnail, Sitelinks, Discussions and forums, People also ask",150,0,0.09,19,0,4,https://www.tokyoweekender.com/food-and-drink/restaurants-and-bars/best-ginza-coffee-tokyo/,,2025-09-19 11:48:17,false,true,false,false,false,true
bakurocho,JP,Japan,Bakurocho (Location),"Thumbnail, Knowledge panel, People also ask",150,2,,19,0,1,https://www.tokyoweekender.com/japan-life/bakurocho-tokyo/,,2025-09-20 00:43:29,false,true,false,false,false,true
indian restaurant in tokyo,JP,Japan,Tokyo (Location),"Local teaser, Thumbnail",400,0,0.20,19,0,8,https://www.tokyoweekender.com/food-and-drink/authentic-indian-food-tokyo/,,2025-09-11 12:23:05,false,true,false,false,false,true
face moisturizer in japan,JP,Japan,Japan (Location),"Sitelinks, Shopping, Thumbnail",200,0,0.41,19,0,4,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-25 10:57:22,false,true,true,false,false,true
love hotel shibuya,JP,Japan,Shibuya (Location),"Sitelinks, Thumbnail, Video preview",200,23,0.32,18,0,4,https://www.tokyoweekender.com/japan-life/dogenzaka-love-hotel-hill/,,2025-09-06 12:33:55,false,true,false,false,false,true
events in tokyo,JP,Japan,Tokyo (Location),Sitelinks,500,20,0.28,18,0,6,https://www.tokyoweekender.com/event-calendar/,,2025-09-22 16:38:17,false,true,false,false,false,true
what is shiso,JP,Japan,,"Video preview, People also ask, Knowledge panel, Sitelinks",200,1,,18,0,5,https://www.tokyoweekender.com/food-and-drink/what-is-shiso-japan-favorite-herb/,,2025-09-06 21:23:00,false,true,false,false,false,false
japanese fast food,JP,Japan,,"Sitelinks, Thumbnail, Video preview, Knowledge panel",200,0,0.15,18,0,3,https://www.tokyoweekender.com/food-and-drink/japanese-fast-food/,,2025-09-11 12:00:50,false,true,false,false,false,false
cafe in ginza,JP,Japan,Ginza (Location),"Local teaser, Thumbnail, Sitelinks, Video preview, People also ask",100,0,,18,0,3,https://www.tokyoweekender.com/food-and-drink/restaurants-and-bars/best-ginza-coffee-tokyo/,,2025-09-10 09:41:16,false,true,false,false,false,true
sawara chiba,JP,Japan,"Sawara (Location), Chiba (Location)",Thumbnail,350,4,0.05,17,0,5,https://www.tokyoweekender.com/tw-collabs/what-to-do-in-sawara-chiba-a-charming-beautifully-preserved-riverside-town/,,2025-09-17 02:55:31,false,true,false,false,false,true
best toner in japan,JP,Japan,Japan (Location),"Thumbnail, Sitelinks, Video preview, Shopping",200,0,0.59,17,0,4,https://www.tokyoweekender.com/health-and-beauty/the-best-japanese-toner-lotions/,,2025-09-09 20:10:41,false,true,true,false,false,true
tokyo stationery store,JP,Japan,Tokyo (Location),"Local teaser, Thumbnail, Sitelinks, Video preview",100,0,,17,0,3,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/where-to-shop-for-japanese-stationery-in-tokyo/,,2025-09-07 19:53:05,false,true,false,false,false,true
ginza coffee shop,JP,Japan,Ginza (Location),"Sitelinks, Thumbnail, Video preview",50,0,,17,0,1,https://www.tokyoweekender.com/food-and-drink/restaurants-and-bars/best-ginza-coffee-tokyo/,,2025-09-06 14:10:45,false,true,false,false,false,true
indian restaurant tokyo,JP,Japan,Tokyo (Location),"Thumbnail, Local teaser, Video preview",150,0,0.73,17,0,4,https://www.tokyoweekender.com/food-and-drink/authentic-indian-food-tokyo/,,2025-09-11 23:23:18,false,true,false,false,false,true
ine fishing village,JP,Japan,Ine Fishing Village (Location),"Local teaser, Sitelinks, Thumbnail, Video preview",350,5,0.32,17,0,8,https://www.tokyoweekender.com/travel/ine-kyoto-fishing-village-venice-of-japan/,,2025-09-14 06:15:20,false,true,false,false,false,true
roppongi shopping,JP,Japan,Roppongi (Location),"Thumbnail, Local teaser, People also ask, Sitelinks",200,38,0.63,16,0,4,https://www.tokyoweekender.com/japan-life/one-day-in-roppongi-tokyo-guide-to-shopping-museums-nightlife/,,2025-09-23 05:51:32,false,true,true,false,false,true
japanese toner,JP,Japan,,"Thumbnail, Sitelinks, Shopping",200,0,0.12,16,0,4,https://www.tokyoweekender.com/health-and-beauty/the-best-japanese-toner-lotions/,,2025-09-14 05:20:18,false,true,true,false,false,false
omamori charm,JP,Japan,,"Thumbnail, People also ask, Knowledge panel",100,4,0.35,16,0,2,https://www.tokyoweekender.com/art_and_culture/japanese-culture/japanese-lucky-charms-the-guide-to-omamori/,,2025-09-12 07:15:50,false,true,false,false,false,false
osaka orange street,JP,Japan,"Osaka (Location), Orange Street (Location)","Thumbnail, Knowledge panel, Video preview",100,0,0.91,16,0,2,https://www.tokyoweekender.com/travel/travel-guides/osaka-orange-street/,,2025-09-08 07:43:41,false,true,false,false,false,true
nakameguro,JP,Japan,Nakameguro (Location),"Thumbnail, Knowledge panel, Sitelinks, People also ask",2900,30,0.05,16,0,6,https://www.tokyoweekender.com/japan-life/the-ultimate-guide-to-nakameguro-tokyos-stylish-canal-side-gem/,,2025-09-24 20:29:10,false,true,false,false,false,true
vegan ramen shinjuku,JP,Japan,Shinjuku (Location),"Local teaser, Thumbnail, Sitelinks, Video preview",100,0,0.14,16,0,3,https://www.tokyoweekender.com/food-and-drink/best-vegan-ramen-in-tokyo/,,2025-09-03 12:56:03,false,true,false,false,false,true
japan moisturizer,JP,Japan,Japan (Location),"Sitelinks, Shopping, Thumbnail, People also ask",150,0,0.01,15,0,4,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-17 08:57:21,false,true,true,false,false,false
